   PrimaryIndex TWOTIM@UNKNOWN; TVD@UNKNOWN;3 [   
                3 [A100674]     A100672]          
       Unitless              ms               m   
       741.0000       991.45770      1064.92834 
       742.0000       991.59491      1065.08081 
       743.0000       991.73145      1065.23315 
       744.0000       991.86987      1065.38562 
       745.0000       992.01080      1065.53796 
       746.0000       992.15387      1065.69043 
       747.0000       992.29498      1065.84277 
       748.0000       992.43121      1065.99524 
       749.0000       992.56085      1066.14758 
       750.0000       992.68469      1066.30005 
       751.0000       992.80640      1066.45239 
       752.0000       992.92920      1066.60486 
       753.0000       993.05444      1066.75720 
       754.0000       993.18134      1066.90955 
       755.0000       993.30847      1067.06201 
       756.0000       993.43610      1067.21436 
       757.0000       993.56238      1067.36682 
       758.0000       993.68634      1067.51917 
       759.0000       993.80988      1067.67163 
       760.0000       993.93250      1067.82397 
       761.0000       994.05518      1067.97644 
       762.0000       994.17981      1068.12878 
       763.0000       994.30432      1068.28125 
       764.0000       994.42810      1068.43359 
       765.0000       994.55212      1068.58606 
       766.0000       994.67773      1068.73840 
       767.0000       994.80536      1068.89075 
       768.0000       994.93402      1069.04321 
       769.0000       995.06238      1069.19556 
       770.0000       995.18854      1069.34802 
       771.0000       995.31329      1069.50037 
